"","year","month","date_of_month","day_of_week","births"
"5780",2009,10,28,3,13043
"5781",2009,10,29,4,12683
"5782",2009,10,30,5,11978
"5783",2009,10,31,6,7658
"5784",2009,11,1,7,7519
"5785",2009,11,2,1,12212
"5786",2009,11,3,2,13205
"5787",2009,11,4,3,12743
"5788",2009,11,5,4,12805
"5789",2009,11,6,5,12314
"5790",2009,11,7,6,8044
"5791",2009,11,8,7,7260
"5792",2009,11,9,1,11874
"5793",2009,11,10,2,13287
"5794",2009,11,11,3,12889
"5795",2009,11,12,4,12751
"5796",2009,11,13,5,11739
"5797",2009,11,14,6,8281
"5798",2009,11,15,7,7232
"5799",2009,11,16,1,11940
"5800",2009,11,17,2,12950
"5801",2009,11,18,3,12866
"5802",2009,11,19,4,12822
"5803",2009,11,20,5,13002
"5804",2009,11,21,6,8335
"5805",2009,11,22,7,7230
"5806",2009,11,23,1,13125
"5807",2009,11,24,2,13907
"5808",2009,11,25,3,11986
"5809",2009,11,26,4,6864
"5810",2009,11,27,5,8750
"5811",2009,11,28,6,7604
"5812",2009,11,29,7,7169
"5813",2009,11,30,1,12542
"5814",2009,12,1,2,13900
"5815",2009,12,2,3,13267
"5816",2009,12,3,4,12952
"5817",2009,12,4,5,12131
"5818",2009,12,5,6,7855
"5819",2009,12,6,7,7103
"5820",2009,12,7,1,11732
"5821",2009,12,8,2,12823
"5822",2009,12,9,3,12497
"5823",2009,12,10,4,12299
"5824",2009,12,11,5,11834
"5825",2009,12,12,6,8082
"5826",2009,12,13,7,7027
"5827",2009,12,14,1,12254
"5828",2009,12,15,2,13347
"5829",2009,12,16,3,12961
"5830",2009,12,17,4,13425
"5831",2009,12,18,5,13478
"5832",2009,12,19,6,8436
"5833",2009,12,20,7,7225
"5834",2009,12,21,1,13512
"5835",2009,12,22,2,14102
"5836",2009,12,23,3,11819
"5837",2009,12,24,4,8441
"5838",2009,12,25,5,6160
"5839",2009,12,26,6,7172
"5840",2009,12,27,7,7480
"5841",2009,12,28,1,13354
"5842",2009,12,29,2,14600
"5843",2009,12,30,3,13829
"5844",2009,12,31,4,11667
"5845",2010,1,1,5,7871
"5846",2010,1,2,6,6990
"5847",2010,1,3,7,6988
"5848",2010,1,4,1,11844
"5849",2010,1,5,2,12995
"5850",2010,1,6,3,12520
"5851",2010,1,7,4,12541
"5852",2010,1,8,5,12183
"5853",2010,1,9,6,7809
"5854",2010,1,10,7,6963
"5855",2010,1,11,1,11892
"5856",2010,1,12,2,12921
"5857",2010,1,13,3,12307
"5858",2010,1,14,4,12543
"5859",2010,1,15,5,12278
"5860",2010,1,16,6,8032
"5861",2010,1,17,7,7131
"5862",2010,1,18,1,11220
"5863",2010,1,19,2,12510
"5864",2010,1,20,3,12514
"5865",2010,1,21,4,12762
"5866",2010,1,22,5,12364
"5867",2010,1,23,6,7996
"5868",2010,1,24,7,7014
"5869",2010,1,25,1,11623
"5870",2010,1,26,2,12821
"5871",2010,1,27,3,12441
"5872",2010,1,28,4,12342
"5873",2010,1,29,5,11838
"5874",2010,1,30,6,8035
"5875",2010,1,31,7,6832
"5876",2010,2,1,1,11445
"5877",2010,2,2,2,12831
"5878",2010,2,3,3,12453
"5879",2010,2,4,4,12369
"5880",2010,2,5,5,12362
"5881",2010,2,6,6,7948
"5882",2010,2,7,7,6893
"5883",2010,2,8,1,11912
"5884",2010,2,9,2,12747
"5885",2010,2,10,3,12535
"5886",2010,2,11,4,12389
"5887",2010,2,12,5,12281
"5888",2010,2,13,6,7947
"5889",2010,2,14,7,7167
"5890",2010,2,15,1,11156
"5891",2010,2,16,2,12363
"5892",2010,2,17,3,12734
"5893",2010,2,18,4,12764
"5894",2010,2,19,5,12401
"5895",2010,2,20,6,8201
"5896",2010,2,21,7,7211
"5897",2010,2,22,1,11996
"5898",2010,2,23,2,12628
"5899",2010,2,24,3,12438
"5900",2010,2,25,4,12449
"5901",2010,2,26,5,12046
"5902",2010,2,27,6,7832
"5903",2010,2,28,7,6895
"5904",2010,3,1,1,11984
"5905",2010,3,2,2,12868
"5906",2010,3,3,3,12525
"5907",2010,3,4,4,12549
"5908",2010,3,5,5,12272
"5909",2010,3,6,6,7832
"5910",2010,3,7,7,6887
"5911",2010,3,8,1,11514
"5912",2010,3,9,2,12839
"5913",2010,3,10,3,12740
"5914",2010,3,11,4,12481
"5915",2010,3,12,5,12347
"5916",2010,3,13,6,7893
"5917",2010,3,14,7,6808
"5918",2010,3,15,1,11548
"5919",2010,3,16,2,12700
"5920",2010,3,17,3,12781
"5921",2010,3,18,4,12054
"5922",2010,3,19,5,12119
"5923",2010,3,20,6,8005
"5924",2010,3,21,7,6992
"5925",2010,3,22,1,11657
"5926",2010,3,23,2,12752
"5927",2010,3,24,3,12473
"5928",2010,3,25,4,12591
"5929",2010,3,26,5,12088
"5930",2010,3,27,6,7995
"5931",2010,3,28,7,6922
"5932",2010,3,29,1,11745
"5933",2010,3,30,2,12868
"5934",2010,3,31,3,12619
"5935",2010,4,1,4,11994
"5936",2010,4,2,5,11666
"5937",2010,4,3,6,7854
"5938",2010,4,4,7,6721
"5939",2010,4,5,1,11571
"5940",2010,4,6,2,12888
"5941",2010,4,7,3,12228
"5942",2010,4,8,4,12312
"5943",2010,4,9,5,11988
"5944",2010,4,10,6,7844
"5945",2010,4,11,7,6907
"5946",2010,4,12,1,11964
"5947",2010,4,13,2,12549
"5948",2010,4,14,3,12708
"5949",2010,4,15,4,12614
"5950",2010,4,16,5,12136
"5951",2010,4,17,6,7878
"5952",2010,4,18,7,6978
"5953",2010,4,19,1,11845
"5954",2010,4,20,2,13010
"5955",2010,4,21,3,12594
"5956",2010,4,22,4,12485
"5957",2010,4,23,5,12095
"5958",2010,4,24,6,7964
"5959",2010,4,25,7,6965
"5960",2010,4,26,1,12034
"5961",2010,4,27,2,12619
"5962",2010,4,28,3,12500
"5963",2010,4,29,4,12374
"5964",2010,4,30,5,11852
"5965",2010,5,1,6,7911
"5966",2010,5,2,7,6922
"5967",2010,5,3,1,11995
"5968",2010,5,4,2,12770
"5969",2010,5,5,3,12801
"5970",2010,5,6,4,12410
"5971",2010,5,7,5,11914
"5972",2010,5,8,6,7877
"5973",2010,5,9,7,6823
"5974",2010,5,10,1,12286
"5975",2010,5,11,2,12845
"5976",2010,5,12,3,12637
"5977",2010,5,13,4,12246
"5978",2010,5,14,5,12337
"5979",2010,5,15,6,7963
"5980",2010,5,16,7,7022
"5981",2010,5,17,1,11953
"5982",2010,5,18,2,12854
"5983",2010,5,19,3,12411
"5984",2010,5,20,4,12559
"5985",2010,5,21,5,12302
"5986",2010,5,22,6,8093
"5987",2010,5,23,7,7094
"5988",2010,5,24,1,11893
"5989",2010,5,25,2,13421
"5990",2010,5,26,3,12972
"5991",2010,5,27,4,13115
"5992",2010,5,28,5,12519
"5993",2010,5,29,6,8159
"5994",2010,5,30,7,7111
"5995",2010,5,31,1,7436
"5996",2010,6,1,2,12591
"5997",2010,6,2,3,13812
"5998",2010,6,3,4,13150
"5999",2010,6,4,5,12640
"6000",2010,6,5,6,8260
"6001",2010,6,6,7,7374
"6002",2010,6,7,1,11924
"6003",2010,6,8,2,12874
"6004",2010,6,9,3,12419
"6005",2010,6,10,4,12824
"6006",2010,6,11,5,11965
"6007",2010,6,12,6,8011
"6008",2010,6,13,7,6963
"6009",2010,6,14,1,11929
"6010",2010,6,15,2,12805
"6011",2010,6,16,3,12654
"6012",2010,6,17,4,12836
"6013",2010,6,18,5,12331
"6014",2010,6,19,6,8085
"6015",2010,6,20,7,7164
"6016",2010,6,21,1,11922
"6017",2010,6,22,2,12838
"6018",2010,6,23,3,12878
"6019",2010,6,24,4,12671
"6020",2010,6,25,5,12552
"6021",2010,6,26,6,8294
"6022",2010,6,27,7,7234
"6023",2010,6,28,1,12157
"6024",2010,6,29,2,13042
"6025",2010,6,30,3,12767
"6026",2010,7,1,4,13181
"6027",2010,7,2,5,12486
"6028",2010,7,3,6,7932
"6029",2010,7,4,7,7279
"6030",2010,7,5,1,8444
"6031",2010,7,6,2,12772
"6032",2010,7,7,3,13940
"6033",2010,7,8,4,13421
"6034",2010,7,9,5,12843
"6035",2010,7,10,6,8485
"6036",2010,7,11,7,7382
"6037",2010,7,12,1,12408
"6038",2010,7,13,2,12697
"6039",2010,7,14,3,13031
"6040",2010,7,15,4,13118
"6041",2010,7,16,5,12888
"6042",2010,7,17,6,8370
"6043",2010,7,18,7,7352
"6044",2010,7,19,1,11865
"6045",2010,7,20,2,13291
"6046",2010,7,21,3,13158
"6047",2010,7,22,4,12939
"6048",2010,7,23,5,12542
"6049",2010,7,24,6,8396
"6050",2010,7,25,7,7392
"6051",2010,7,26,1,12262
"6052",2010,7,27,2,13264
"6053",2010,7,28,3,12877
"6054",2010,7,29,4,12952
"6055",2010,7,30,5,12320
"6056",2010,7,31,6,8361
"6057",2010,8,1,7,7370
"6058",2010,8,2,1,12092
"6059",2010,8,3,2,13136
"6060",2010,8,4,3,12911
"6061",2010,8,5,4,12929
"6062",2010,8,6,5,12556
"6063",2010,8,7,6,8516
"6064",2010,8,8,7,7361
"6065",2010,8,9,1,12923
"6066",2010,8,10,2,13514
"6067",2010,8,11,3,13084
"6068",2010,8,12,4,13365
"6069",2010,8,13,5,12092
"6070",2010,8,14,6,8445
"6071",2010,8,15,7,7352
"6072",2010,8,16,1,12409
"6073",2010,8,17,2,13286
"6074",2010,8,18,3,13102
"6075",2010,8,19,4,12964
"6076",2010,8,20,5,12910
"6077",2010,8,21,6,8404
"6078",2010,8,22,7,7461
"6079",2010,8,23,1,12195
"6080",2010,8,24,2,13226
"6081",2010,8,25,3,13328
"6082",2010,8,26,4,13008
"6083",2010,8,27,5,12966
"6084",2010,8,28,6,8553
"6085",2010,8,29,7,7496
"6086",2010,8,30,1,12246
"6087",2010,8,31,2,13527
"6088",2010,9,1,3,13409
"6089",2010,9,2,4,13420
"6090",2010,9,3,5,13047
"6091",2010,9,4,6,8414
"6092",2010,9,5,7,7586
"6093",2010,9,6,1,7815
"6094",2010,9,7,2,13033
"6095",2010,9,8,3,14239
"6096",2010,9,9,4,14135
"6097",2010,9,10,5,13641
"6098",2010,9,11,6,8775
"6099",2010,9,12,7,7749
"6100",2010,9,13,1,12559
"6101",2010,9,14,2,13949
"6102",2010,9,15,3,13893
"6103",2010,9,16,4,13964
"6104",2010,9,17,5,13605
"6105",2010,9,18,6,8979
"6106",2010,9,19,7,7899
"6107",2010,9,20,1,12992
"6108",2010,9,21,2,13919
"6109",2010,9,22,3,13640
"6110",2010,9,23,4,13717
"6111",2010,9,24,5,13280
"6112",2010,9,25,6,8780
"6113",2010,9,26,7,7543
"6114",2010,9,27,1,12652
"6115",2010,9,28,2,13208
"6116",2010,9,29,3,13080
"6117",2010,9,30,4,12965
"6118",2010,10,1,5,13141
"6119",2010,10,2,6,8412
"6120",2010,10,3,7,7380
"6121",2010,10,4,1,12326
"6122",2010,10,5,2,13146
"6123",2010,10,6,3,12691
"6124",2010,10,7,4,12889
"6125",2010,10,8,5,12536
"6126",2010,10,9,6,8194
"6127",2010,10,10,7,8490
"6128",2010,10,11,1,12134
"6129",2010,10,12,2,12913
"6130",2010,10,13,3,12358
"6131",2010,10,14,4,12668
"6132",2010,10,15,5,12507
"6133",2010,10,16,6,8081
"6134",2010,10,17,7,7181
"6135",2010,10,18,1,11888
"6136",2010,10,19,2,12693
"6137",2010,10,20,3,12838
"6138",2010,10,21,4,12747
"6139",2010,10,22,5,12235
"6140",2010,10,23,6,8033
"6141",2010,10,24,7,7242
"6142",2010,10,25,1,12190
"6143",2010,10,26,2,13176
"6144",2010,10,27,3,12700
"6145",2010,10,28,4,12408
"6146",2010,10,29,5,11679
"6147",2010,10,30,6,7996
"6148",2010,10,31,7,6895
"6149",2010,11,1,1,12044
"6150",2010,11,2,2,13035
"6151",2010,11,3,3,12608
"6152",2010,11,4,4,12821
"6153",2010,11,5,5,12495
"6154",2010,11,6,6,8126
"6155",2010,11,7,7,7251
"6156",2010,11,8,1,12023
"6157",2010,11,9,2,12889
"6158",2010,11,10,3,12671
"6159",2010,11,11,4,12773
"6160",2010,11,12,5,12090
"6161",2010,11,13,6,8115
"6162",2010,11,14,7,7120
"6163",2010,11,15,1,12163
"6164",2010,11,16,2,13205
"6165",2010,11,17,3,12710
"6166",2010,11,18,4,13025
"6167",2010,11,19,5,12634
"6168",2010,11,20,6,8511
"6169",2010,11,21,7,7285
"6170",2010,11,22,1,13195
"6171",2010,11,23,2,13762
"6172",2010,11,24,3,11964
"6173",2010,11,25,4,7162
"6174",2010,11,26,5,8689
"6175",2010,11,27,6,7526
"6176",2010,11,28,7,7217
"6177",2010,11,29,1,12430
"6178",2010,11,30,2,13445
"6179",2010,12,1,3,13107
"6180",2010,12,2,4,12982
"6181",2010,12,3,5,12288
"6182",2010,12,4,6,7881
"6183",2010,12,5,7,7122
"6184",2010,12,6,1,11749
"6185",2010,12,7,2,12833
"6186",2010,12,8,3,12462
"6187",2010,12,9,4,12364
"6188",2010,12,10,5,12351
"6189",2010,12,11,6,8142
"6190",2010,12,12,7,7134
"6191",2010,12,13,1,11721
"6192",2010,12,14,2,12981
"6193",2010,12,15,3,12962
"6194",2010,12,16,4,12975
"6195",2010,12,17,5,12829
"6196",2010,12,18,6,8470
"6197",2010,12,19,7,7257
"6198",2010,12,20,1,13280
"6199",2010,12,21,2,14255
"6200",2010,12,22,3,13029
"6201",2010,12,23,4,11237
"6202",2010,12,24,5,7532
"6203",2010,12,25,6,6159
"6204",2010,12,26,7,6796
"6205",2010,12,27,1,12231
"6206",2010,12,28,2,13654
"6207",2010,12,29,3,13441
"6208",2010,12,30,4,13272
"6209",2010,12,31,5,9751
"6210",2011,1,1,6,7254
"6211",2011,1,2,7,6540
"6212",2011,1,3,1,11143
"6213",2011,1,4,2,12599
"6214",2011,1,5,3,11933
"6215",2011,1,6,4,12143
"6216",2011,1,7,5,12044
"6217",2011,1,8,6,7840
"6218",2011,1,9,7,6933
"6219",2011,1,10,1,11093
"6220",2011,1,11,2,13222
"6221",2011,1,12,3,11950
"6222",2011,1,13,4,11813
"6223",2011,1,14,5,12114
"6224",2011,1,15,6,7810
"6225",2011,1,16,7,7046
"6226",2011,1,17,1,10969
"6227",2011,1,18,2,12298
"6228",2011,1,19,3,12271
"6229",2011,1,20,4,12382
"6230",2011,1,21,5,12035
"6231",2011,1,22,6,7895
"6232",2011,1,23,7,7005
"6233",2011,1,24,1,11616
"6234",2011,1,25,2,12692
"6235",2011,1,26,3,12174
"6236",2011,1,27,4,12026
"6237",2011,1,28,5,11814
"6238",2011,1,29,6,7808
"6239",2011,1,30,7,6888
"6240",2011,1,31,1,11495
"6241",2011,2,1,2,12498
"6242",2011,2,2,3,11954
"6243",2011,2,3,4,11917
"6244",2011,2,4,5,11962
"6245",2011,2,5,6,8070
"6246",2011,2,6,7,7109
"6247",2011,2,7,1,11873
"6248",2011,2,8,2,12764
"6249",2011,2,9,3,11880
"6250",2011,2,10,4,12078
"6251",2011,2,11,5,12029
"6252",2011,2,12,6,8086
"6253",2011,2,13,7,6853
"6254",2011,2,14,1,12111
"6255",2011,2,15,2,12863
"6256",2011,2,16,3,12396
"6257",2011,2,17,4,12399
"6258",2011,2,18,5,12328
"6259",2011,2,19,6,7969
"6260",2011,2,20,7,7056
"6261",2011,2,21,1,10757
"6262",2011,2,22,2,12601
"6263",2011,2,23,3,12232
"6264",2011,2,24,4,12129
"6265",2011,2,25,5,11945
"6266",2011,2,26,6,7919
"6267",2011,2,27,7,6989
"6268",2011,2,28,1,11160
"6269",2011,3,1,2,12530
"6270",2011,3,2,3,12149
"6271",2011,3,3,4,12172
"6272",2011,3,4,5,11842
"6273",2011,3,5,6,7825
"6274",2011,3,6,7,6950
"6275",2011,3,7,1,11490
"6276",2011,3,8,2,12254
"6277",2011,3,9,3,12119
"6278",2011,3,10,4,11921
"6279",2011,3,11,5,11989
"6280",2011,3,12,6,7897
"6281",2011,3,13,7,6557
"6282",2011,3,14,1,11275
"6283",2011,3,15,2,12191
"6284",2011,3,16,3,11880
"6285",2011,3,17,4,12192
"6286",2011,3,18,5,11682
"6287",2011,3,19,6,7786
"6288",2011,3,20,7,7024
"6289",2011,3,21,1,11794
"6290",2011,3,22,2,12462
"6291",2011,3,23,3,12050
"6292",2011,3,24,4,12062
"6293",2011,3,25,5,11854
"6294",2011,3,26,6,7658
"6295",2011,3,27,7,6871
"6296",2011,3,28,1,11489
"6297",2011,3,29,2,12279
"6298",2011,3,30,3,12022
"6299",2011,3,31,4,12173
"6300",2011,4,1,5,11264
"6301",2011,4,2,6,8102
"6302",2011,4,3,7,7028
"6303",2011,4,4,1,11772
"6304",2011,4,5,2,12387
"6305",2011,4,6,3,11858
"6306",2011,4,7,4,12330
"6307",2011,4,8,5,11904
"6308",2011,4,9,6,7840
"6309",2011,4,10,7,6861
"6310",2011,4,11,1,11711
"6311",2011,4,12,2,12320
"6312",2011,4,13,3,11671
"6313",2011,4,14,4,12349
"6314",2011,4,15,5,11964
"6315",2011,4,16,6,7683
"6316",2011,4,17,7,6939
"6317",2011,4,18,1,11681
"6318",2011,4,19,2,12564
"6319",2011,4,20,3,12216
"6320",2011,4,21,4,12276
"6321",2011,4,22,5,11113
"6322",2011,4,23,6,7524
"6323",2011,4,24,7,6570
"6324",2011,4,25,1,11427
"6325",2011,4,26,2,12563
"6326",2011,4,27,3,12007
"6327",2011,4,28,4,12180
"6328",2011,4,29,5,11456
"6329",2011,4,30,6,7665
"6330",2011,5,1,7,6926
"6331",2011,5,2,1,11595
"6332",2011,5,3,2,12299
"6333",2011,5,4,3,11984
"6334",2011,5,5,4,12055
"6335",2011,5,6,5,11824
"6336",2011,5,7,6,7919
"6337",2011,5,8,7,6972
"6338",2011,5,9,1,11511
"6339",2011,5,10,2,12578
"6340",2011,5,11,3,12464
"6341",2011,5,12,4,12203
"6342",2011,5,13,5,11125
"6343",2011,5,14,6,7854
"6344",2011,5,15,7,7061
"6345",2011,5,16,1,11899
"6346",2011,5,17,2,12819
"6347",2011,5,18,3,12387
"6348",2011,5,19,4,12222
"6349",2011,5,20,5,12011
"6350",2011,5,21,6,7934
"6351",2011,5,22,7,7257
"6352",2011,5,23,1,11896
"6353",2011,5,24,2,12851
"6354",2011,5,25,3,12715
"6355",2011,5,26,4,12822
"6356",2011,5,27,5,12379
"6357",2011,5,28,6,8276
"6358",2011,5,29,7,7145
"6359",2011,5,30,1,7492
"6360",2011,5,31,2,12192
"6361",2011,6,1,3,13446
"6362",2011,6,2,4,13258
"6363",2011,6,3,5,12680
"6364",2011,6,4,6,8398
"6365",2011,6,5,7,7261
"6366",2011,6,6,1,11934
"6367",2011,6,7,2,12629
"6368",2011,6,8,3,12660
"6369",2011,6,9,4,12471
"6370",2011,6,10,5,12279
"6371",2011,6,11,6,8091
"6372",2011,6,12,7,7314
"6373",2011,6,13,1,11744
"6374",2011,6,14,2,12841
"6375",2011,6,15,3,12681
"6376",2011,6,16,4,12990
"6377",2011,6,17,5,12463
"6378",2011,6,18,6,8498
"6379",2011,6,19,7,7344
"6380",2011,6,20,1,12045
"6381",2011,6,21,2,13143
"6382",2011,6,22,3,13017
"6383",2011,6,23,4,12681
"6384",2011,6,24,5,12504
"6385",2011,6,25,6,8351
"6386",2011,6,26,7,7140
"6387",2011,6,27,1,12344
"6388",2011,6,28,2,13234
"6389",2011,6,29,3,13002
"6390",2011,6,30,4,13194
"6391",2011,7,1,5,13392
"6392",2011,7,2,6,8510
"6393",2011,7,3,7,7489
"6394",2011,7,4,1,7541
"6395",2011,7,5,2,12751
"6396",2011,7,6,3,13950
"6397",2011,7,7,4,14200
"6398",2011,7,8,5,13363
"6399",2011,7,9,6,8845
"6400",2011,7,10,7,7635
"6401",2011,7,11,1,12617
"6402",2011,7,12,2,13392
"6403",2011,7,13,3,12900
"6404",2011,7,14,4,13278
"6405",2011,7,15,5,13097
"6406",2011,7,16,6,8534
"6407",2011,7,17,7,7637
"6408",2011,7,18,1,12414
"6409",2011,7,19,2,13156
"6410",2011,7,20,3,13219
"6411",2011,7,21,4,13262
"6412",2011,7,22,5,12777
"6413",2011,7,23,6,8671
"6414",2011,7,24,7,7351
"6415",2011,7,25,1,12126
"6416",2011,7,26,2,13270
"6417",2011,7,27,3,13023
"6418",2011,7,28,4,13152
"6419",2011,7,29,5,12501
"6420",2011,7,30,6,8338
"6421",2011,7,31,7,7450
"6422",2011,8,1,1,12546
"6423",2011,8,2,2,13491
"6424",2011,8,3,3,13164
"6425",2011,8,4,4,13031
"6426",2011,8,5,5,12848
"6427",2011,8,6,6,8567
"6428",2011,8,7,7,7605
"6429",2011,8,8,1,12505
"6430",2011,8,9,2,13360
"6431",2011,8,10,3,13160
"6432",2011,8,11,4,13092
"6433",2011,8,12,5,12978
"6434",2011,8,13,6,8448
"6435",2011,8,14,7,7470
"6436",2011,8,15,1,12756
"6437",2011,8,16,2,13576
"6438",2011,8,17,3,13267
"6439",2011,8,18,4,13150
"6440",2011,8,19,5,12900
"6441",2011,8,20,6,8572
"6442",2011,8,21,7,7493
"6443",2011,8,22,1,12286
"6444",2011,8,23,2,13422
"6445",2011,8,24,3,12986
"6446",2011,8,25,4,13046
"6447",2011,8,26,5,12910
"6448",2011,8,27,6,8700
"6449",2011,8,28,7,7633
"6450",2011,8,29,1,12281
"6451",2011,8,30,2,13561
"6452",2011,8,31,3,13390
"6453",2011,9,1,4,13723
"6454",2011,9,2,5,13224
"6455",2011,9,3,6,8588
"6456",2011,9,4,7,7399
"6457",2011,9,5,1,7770
"6458",2011,9,6,2,12892
"6459",2011,9,7,3,14234
"6460",2011,9,8,4,13544
"6461",2011,9,9,5,13537
"6462",2011,9,10,6,9115
"6463",2011,9,11,7,7501
"6464",2011,9,12,1,12770
"6465",2011,9,13,2,13205
"6466",2011,9,14,3,13590
"6467",2011,9,15,4,13583
"6468",2011,9,16,5,13322
"6469",2011,9,17,6,8792
"6470",2011,9,18,7,7724
"6471",2011,9,19,1,12818
"6472",2011,9,20,2,13648
"6473",2011,9,21,3,13138
"6474",2011,9,22,4,13157
"6475",2011,9,23,5,13062
"6476",2011,9,24,6,8496
"6477",2011,9,25,7,7609
"6478",2011,9,26,1,12719
"6479",2011,9,27,2,13455
"6480",2011,9,28,3,12815
"6481",2011,9,29,4,12813
"6482",2011,9,30,5,12419
"6483",2011,10,1,6,8506
"6484",2011,10,2,7,7419
"6485",2011,10,3,1,12310
"6486",2011,10,4,2,12924
"6487",2011,10,5,3,12748
"6488",2011,10,6,4,12744
"6489",2011,10,7,5,12195
"6490",2011,10,8,6,8206
"6491",2011,10,9,7,7160
"6492",2011,10,10,1,11839
"6493",2011,10,11,2,12865
"6494",2011,10,12,3,12581
"6495",2011,10,13,4,12201
"6496",2011,10,14,5,12065
"6497",2011,10,15,6,8043
"6498",2011,10,16,7,7145
"6499",2011,10,17,1,11803
"6500",2011,10,18,2,12819
"6501",2011,10,19,3,12605
"6502",2011,10,20,4,12536
"6503",2011,10,21,5,11936
"6504",2011,10,22,6,7899
"6505",2011,10,23,7,7104
"6506",2011,10,24,1,11773
"6507",2011,10,25,2,12672
"6508",2011,10,26,3,12085
"6509",2011,10,27,4,12390
"6510",2011,10,28,5,12049
"6511",2011,10,29,6,7812
"6512",2011,10,30,7,6870
"6513",2011,10,31,1,9828
"6514",2011,11,1,2,13632
"6515",2011,11,2,3,12657
"6516",2011,11,3,4,12310
"6517",2011,11,4,5,11965
"6518",2011,11,5,6,8045
"6519",2011,11,6,7,7236
"6520",2011,11,7,1,11574
"6521",2011,11,8,2,12300
"6522",2011,11,9,3,11990
"6523",2011,11,10,4,11978
"6524",2011,11,11,5,14392
"6525",2011,11,12,6,8087
"6526",2011,11,13,7,6877
"6527",2011,11,14,1,11590
"6528",2011,11,15,2,12676
"6529",2011,11,16,3,12433
"6530",2011,11,17,4,12461
"6531",2011,11,18,5,12424
"6532",2011,11,19,6,8042
"6533",2011,11,20,7,7218
"6534",2011,11,21,1,12929
"6535",2011,11,22,2,13415
"6536",2011,11,23,3,11775
"6537",2011,11,24,4,6894
"6538",2011,11,25,5,8618
"6539",2011,11,26,6,7512
"6540",2011,11,27,7,6879
"6541",2011,11,28,1,12410
"6542",2011,11,29,2,13204
"6543",2011,11,30,3,12584
"6544",2011,12,1,4,12716
"6545",2011,12,2,5,11853
"6546",2011,12,3,6,7895
"6547",2011,12,4,7,6957
"6548",2011,12,5,1,11622
"6549",2011,12,6,2,12477
"6550",2011,12,7,3,12119
"6551",2011,12,8,4,12024
"6552",2011,12,9,5,11565
"6553",2011,12,10,6,7658
"6554",2011,12,11,7,6832
"6555",2011,12,12,1,12087
"6556",2011,12,13,2,12592
"6557",2011,12,14,3,12632
"6558",2011,12,15,4,12506
"6559",2011,12,16,5,12211
"6560",2011,12,17,6,7941
"6561",2011,12,18,7,6876
"6562",2011,12,19,1,12708
"6563",2011,12,20,2,13640
"6564",2011,12,21,3,13227
"6565",2011,12,22,4,12215
"6566",2011,12,23,5,10017
"6567",2011,12,24,6,6688
"6568",2011,12,25,7,5728
"6569",2011,12,26,1,8039
"6570",2011,12,27,2,12475
"6571",2011,12,28,3,13478
"6572",2011,12,29,4,12985
"6573",2011,12,30,5,12434
"6574",2011,12,31,6,8035
"6575",2012,1,1,7,6629
"6576",2012,1,2,1,7821
"6577",2012,1,3,2,11324
"6578",2012,1,4,3,12075
"6579",2012,1,5,4,12171
"6580",2012,1,6,5,11920
"6581",2012,1,7,6,7783
"6582",2012,1,8,7,6887
"6583",2012,1,9,1,11248
"6584",2012,1,10,2,11939
"6585",2012,1,11,3,11860
"6586",2012,1,12,4,12391
"6587",2012,1,13,5,11380
"6588",2012,1,14,6,7901
"6589",2012,1,15,7,6899
"6590",2012,1,16,1,10707
"6591",2012,1,17,2,12175
"6592",2012,1,18,3,11981
"6593",2012,1,19,4,11997
"6594",2012,1,20,5,11914
"6595",2012,1,21,6,7948
"6596",2012,1,22,7,6816
"6597",2012,1,23,1,11464
"6598",2012,1,24,2,12356
"6599",2012,1,25,3,11692
"6600",2012,1,26,4,12003
"6601",2012,1,27,5,11648
"6602",2012,1,28,6,7827
"6603",2012,1,29,7,6733
"6604",2012,1,30,1,11253
"6605",2012,1,31,2,11919
"6606",2012,2,1,3,11916
"6607",2012,2,2,4,12135
"6608",2012,2,3,5,11826
"6609",2012,2,4,6,7833
"6610",2012,2,5,7,6733
"6611",2012,2,6,1,11229
"6612",2012,2,7,2,12310
"6613",2012,2,8,3,11946
"6614",2012,2,9,4,11862
"6615",2012,2,10,5,11981
"6616",2012,2,11,6,7895
"6617",2012,2,12,7,7012
"6618",2012,2,13,1,11023
"6619",2012,2,14,2,12708
"6620",2012,2,15,3,12250
"6621",2012,2,16,4,12376
"6622",2012,2,17,5,11985
"6623",2012,2,18,6,7818
"6624",2012,2,19,7,6905
"6625",2012,2,20,1,10837
"6626",2012,2,21,2,12125
"6627",2012,2,22,3,12436
"6628",2012,2,23,4,12045
"6629",2012,2,24,5,11802
"6630",2012,2,25,6,7842
"6631",2012,2,26,7,6707
"6632",2012,2,27,1,11475
"6633",2012,2,28,2,12208
"6634",2012,2,29,3,11042
"6635",2012,3,1,4,12519
"6636",2012,3,2,5,11789
"6637",2012,3,3,6,8010
"6638",2012,3,4,7,7021
"6639",2012,3,5,1,11391
"6640",2012,3,6,2,12076
"6641",2012,3,7,3,11972
"6642",2012,3,8,4,11985
"6643",2012,3,9,5,11817
"6644",2012,3,10,6,7691
"6645",2012,3,11,7,6497
"6646",2012,3,12,1,11571
"6647",2012,3,13,2,11779
"6648",2012,3,14,3,11797
"6649",2012,3,15,4,11783
"6650",2012,3,16,5,11608
"6651",2012,3,17,6,8066
"6652",2012,3,18,7,6918
